instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day_type,rental_category,hr,time_category
7372,2011-11-08,Musim Gugur,0,11,0,2,1,1,0.48,0.4697,0.55,0.1343,30,432,462,Hari Kerja,,18.0,Sore
7373,2011-11-08,Musim Gugur,0,11,0,2,1,1,0.46,0.4545,0.59,0.0,14,264,278,Hari Kerja,,19.0,Sore
7374,2011-11-08,Musim Gugur,0,11,0,2,1,1,0.4,0.4091,0.76,0.0,12,169,181,Hari Kerja,,20.0,Sore
7375,2011-11-08,Musim Gugur,0,11,0,2,1,1,0.4,0.4091,0.76,0.0,16,166,182,Hari Kerja,,21.0,Sore
7376,2011-11-08,Musim Gugur,0,11,0,2,1,1,0.36,0.3788,0.87,0.0,13,95,108,Hari Kerja,,22.0,Sore
7377,2011-11-08,Musim Gugur,0,11,0,2,1,1,0.36,0.3788,0.81,0.0,3,45,48,Hari Kerja,,23.0,Sore
7378,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.36,0.3788,0.87,0.0,0,13,13,Hari Kerja,,0.0,Malam
7379,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.34,0.3636,0.87,0.0,0,10,10,Hari Kerja,,1.0,Malam
7380,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.32,0.3485,0.93,0.0,0,5,5,Hari Kerja,,2.0,Malam
7381,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.32,0.3485,0.93,0.0,0,4,4,Hari Kerja,,3.0,Malam
7382,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.32,0.3485,0.87,0.0,0,4,4,Hari Kerja,,4.0,Malam
7383,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.3,0.3333,0.87,0.0,0,28,28,Hari Kerja,,5.0,Malam
7384,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.3,0.3333,0.87,0.0,0,98,98,Hari Kerja,,6.0,Pagi
7385,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.3,0.3333,0.87,0.0,0,300,300,Hari Kerja,,7.0,Pagi
7386,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.32,0.3485,0.93,0.0,19,437,456,Hari Kerja,,8.0,Pagi
7387,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.34,0.3636,0.93,0.0,22,197,219,Hari Kerja,,9.0,Pagi
7388,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.4,0.4091,0.76,0.1045,16,89,105,Hari Kerja,,10.0,Pagi
7389,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.46,0.4545,0.67,0.1642,21,131,152,Hari Kerja,,11.0,Pagi
7390,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.5,0.4848,0.51,0.1642,24,156,180,Hari Kerja,,12.0,Siang
7391,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.5,0.4848,0.51,0.1642,31,136,167,Hari Kerja,,13.0,Siang
7392,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.52,0.5,0.48,0.1642,26,153,179,Hari Kerja,,14.0,Siang
7393,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.52,0.5,0.45,0.2239,21,130,151,Hari Kerja,,15.0,Siang
7394,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.52,0.5,0.48,0.194,24,257,281,Hari Kerja,,16.0,Siang
7395,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.46,0.4545,0.63,0.1045,27,458,485,Hari Kerja,,17.0,Siang
7396,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.44,0.4394,0.67,0.1045,21,387,408,Hari Kerja,,18.0,Sore
7397,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.44,0.4394,0.72,0.1045,12,292,304,Hari Kerja,,19.0,Sore
7398,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.44,0.4394,0.77,0.0,18,201,219,Hari Kerja,,20.0,Sore
7399,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.4,0.4091,0.87,0.0,9,152,161,Hari Kerja,,21.0,Sore
7400,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.4,0.4091,0.87,0.0,9,105,114,Hari Kerja,,22.0,Sore
7401,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.38,0.3939,0.87,0.0,5,61,66,Hari Kerja,,23.0,Sore
7402,2011-11-10,Musim Gugur,0,11,0,4,1,1,0.4,0.4091,0.87,0.0,0,24,24,Hari Kerja,,0.0,Malam
7403,2011-11-10,Musim Gugur,0,11,0,4,1,2,0.4,0.4091,0.87,0.0,1,10,11,Hari Kerja,,1.0,Malam
7404,2011-11-10,Musim Gugur,0,11,0,4,1,2,0.38,0.3939,0.94,0.0,0,5,5,Hari Kerja,,2.0,Malam
7405,2011-11-10,Musim Gugur,0,11,0,4,1,1,0.38,0.3939,0.94,0.0896,0,11,11,Hari Kerja,,3.0,Malam
7406,2011-11-10,Musim Gugur,0,11,0,4,1,1,0.38,0.3939,0.94,0.0896,1,2,3,Hari Kerja,,4.0,Malam
7407,2011-11-10,Musim Gugur,0,11,0,4,1,2,0.36,0.3485,1.0,0.1343,1,22,23,Hari Kerja,,5.0,Malam
7408,2011-11-10,Musim Gugur,0,11,0,4,1,2,0.36,0.3485,1.0,0.1343,4,110,114,Hari Kerja,,6.0,Pagi
7409,2011-11-10,Musim Gugur,0,11,0,4,1,2,0.38,0.3939,0.94,0.1642,6,266,272,Hari Kerja,,7.0,Pagi
7410,2011-11-10,Musim Gugur,0,11,0,4,1,2,0.4,0.4091,0.94,0.0896,18,418,436,Hari Kerja,,8.0,Pagi
7411,2011-11-10,Musim Gugur,0,11,0,4,1,2,0.42,0.4242,0.94,0.1045,23,188,211,Hari Kerja,,9.0,Pagi
7412,2011-11-10,Musim Gugur,0,11,0,4,1,2,0.44,0.4394,0.88,0.2239,17,100,117,Hari Kerja,,10.0,Pagi
7413,2011-11-10,Musim Gugur,0,11,0,4,1,2,0.46,0.4545,0.67,0.3881,9,99,108,Hari Kerja,,11.0,Pagi
7414,2011-11-10,Musim Gugur,0,11,0,4,1,2,0.42,0.4242,0.67,0.3582,18,149,167,Hari Kerja,,12.0,Siang
7415,2011-11-10,Musim Gugur,0,11,0,4,1,3,0.36,0.3333,0.81,0.3582,9,87,96,Hari Kerja,,13.0,Siang
7416,2011-11-10,Musim Gugur,0,11,0,4,1,3,0.36,0.3333,0.87,0.2836,6,58,64,Hari Kerja,,14.0,Siang
7417,2011-11-10,Musim Gugur,0,11,0,4,1,3,0.36,0.3333,0.81,0.2985,5,57,62,Hari Kerja,,15.0,Siang
7418,2011-11-10,Musim Gugur,0,11,0,4,1,3,0.36,0.3485,0.81,0.2239,6,67,73,Hari Kerja,,16.0,Siang
7419,2011-11-10,Musim Gugur,0,11,0,4,1,3,0.36,0.3485,0.81,0.2239,9,168,177,Hari Kerja,,17.0,Siang
7420,2011-11-10,Musim Gugur,0,11,0,4,1,2,0.36,0.3485,0.81,0.1642,10,263,273,Hari Kerja,,18.0,Sore
7421,2011-11-10,Musim Gugur,0,11,0,4,1,2,0.36,0.3485,0.71,0.2239,19,192,211,Hari Kerja,,19.0,Sore
7422,2011-11-10,Musim Gugur,0,11,0,4,1,2,0.36,0.3333,0.62,0.2836,8,160,168,Hari Kerja,,20.0,Sore
7423,2011-11-10,Musim Gugur,0,11,0,4,1,1,0.36,0.3333,0.57,0.2537,6,130,136,Hari Kerja,,21.0,Sore
7424,2011-11-10,Musim Gugur,0,11,0,4,1,1,0.36,0.3333,0.53,0.2836,5,84,89,Hari Kerja,,22.0,Sore
7425,2011-11-10,Musim Gugur,0,11,0,4,1,2,0.34,0.3333,0.57,0.1642,9,73,82,Hari Kerja,,23.0,Sore
7426,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.34,0.3182,0.53,0.2537,10,56,66,Hari Libur,,0.0,Malam
7427,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.32,0.303,0.57,0.3284,3,16,19,Hari Libur,,1.0,Malam
7428,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.32,0.2879,0.57,0.2836,1,10,11,Hari Libur,,2.0,Malam
7429,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.3,0.2879,0.61,0.194,0,6,6,Hari Libur,,3.0,Malam
7430,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.3,0.2879,0.61,0.194,0,8,8,Hari Libur,,4.0,Malam
7431,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.3,0.2879,0.49,0.2537,0,13,13,Hari Libur,,5.0,Malam
7432,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.28,0.2576,0.45,0.3284,0,46,46,Hari Libur,,6.0,Pagi
7433,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.28,0.2727,0.45,0.2537,5,116,121,Hari Libur,,7.0,Pagi
7434,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.3,0.2727,0.42,0.3582,9,249,258,Hari Libur,,8.0,Pagi
7435,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.32,0.2879,0.45,0.4478,15,186,201,Hari Libur,,9.0,Pagi
7436,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.32,0.2727,0.42,0.5522,38,162,200,Hari Libur,,10.0,Pagi
7437,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.34,0.2879,0.42,0.4925,20,150,170,Hari Libur,,11.0,Pagi
7438,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.34,0.2879,0.42,0.4627,41,198,239,Hari Libur,,12.0,Siang
7439,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.38,0.3939,0.37,0.5522,57,179,236,Hari Libur,,13.0,Siang
7440,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.38,0.3939,0.37,0.4627,64,183,247,Hari Libur,,14.0,Siang
7441,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.36,0.3333,0.37,0.4179,29,187,216,Hari Libur,,15.0,Siang
7442,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.36,0.3333,0.34,0.3284,49,189,238,Hari Libur,,16.0,Siang
7443,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.34,0.303,0.39,0.3284,24,286,310,Hari Libur,,17.0,Siang
7444,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.34,0.3182,0.39,0.2537,23,185,208,Hari Libur,,18.0,Sore
7445,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.32,0.3182,0.39,0.1642,17,182,199,Hari Libur,,19.0,Sore
7446,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.32,0.3182,0.39,0.194,12,97,109,Hari Libur,,20.0,Sore
7447,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.3,0.303,0.45,0.1642,4,79,83,Hari Libur,,21.0,Sore
7448,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.32,0.3182,0.39,0.194,13,78,91,Hari Libur,,22.0,Sore
7449,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.3,0.3182,0.45,0.0896,6,67,73,Hari Libur,,23.0,Sore
7450,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.24,0.2424,0.6,0.1343,12,52,64,Hari Kerja,,0.0,Malam
7451,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.24,0.2424,0.6,0.1343,9,45,54,Hari Kerja,,1.0,Malam
7452,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.24,0.2576,0.65,0.0896,7,39,46,Hari Kerja,,2.0,Malam
7453,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.24,0.2424,0.7,0.1343,4,13,17,Hari Kerja,,3.0,Malam
7454,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.2,0.2121,0.8,0.1343,0,7,7,Hari Kerja,,4.0,Malam
7455,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.22,0.2576,0.75,0.0896,1,3,4,Hari Kerja,,5.0,Malam
7456,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.22,0.2273,0.75,0.1642,0,7,7,Hari Kerja,,6.0,Pagi
7457,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.22,0.2273,0.75,0.194,3,24,27,Hari Kerja,,7.0,Pagi
7458,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.26,0.2576,0.7,0.194,14,87,101,Hari Kerja,,8.0,Pagi
7459,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.3,0.303,0.61,0.1642,18,142,160,Hari Kerja,,9.0,Pagi
7460,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.34,0.3182,0.61,0.2836,62,170,232,Hari Kerja,,10.0,Pagi
7461,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.38,0.3939,0.54,0.2836,102,213,315,Hari Kerja,,11.0,Pagi
7462,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.44,0.4394,0.44,0.2836,142,224,366,Hari Kerja,,12.0,Siang
7463,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.48,0.4697,0.36,0.2836,128,225,353,Hari Kerja,,13.0,Siang
7464,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.5,0.4848,0.36,0.2985,191,244,435,Hari Kerja,,14.0,Siang
7465,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.52,0.5,0.29,0.2836,165,221,386,Hari Kerja,,15.0,Siang
7466,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.52,0.5,0.32,0.2537,137,224,361,Hari Kerja,,16.0,Siang
7467,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.5,0.4848,0.34,0.2537,92,193,285,Hari Kerja,,17.0,Siang
7468,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.42,0.4242,0.58,0.194,53,150,203,Hari Kerja,,18.0,Sore
7469,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.42,0.4242,0.5,0.2537,32,139,171,Hari Kerja,,19.0,Sore
7470,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.42,0.4242,0.5,0.2836,31,101,132,Hari Kerja,,20.0,Sore
7471,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.42,0.4242,0.47,0.2836,19,103,122,Hari Kerja,,21.0,Sore
7472,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.42,0.4242,0.47,0.2537,30,88,118,Hari Kerja,,22.0,Sore
7473,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.4,0.4091,0.58,0.1642,23,78,101,Hari Kerja,,23.0,Sore
7474,2011-11-13,Musim Gugur,0,11,0,0,0,2,0.4,0.4091,0.58,0.194,12,61,73,Hari Kerja,,0.0,Malam
7475,2011-11-13,Musim Gugur,0,11,0,0,0,2,0.36,0.3485,0.66,0.194,13,58,71,Hari Kerja,,1.0,Malam
7476,2011-11-13,Musim Gugur,0,11,0,0,0,1,0.36,0.3636,0.57,0.1045,9,48,57,Hari Kerja,,2.0,Malam
7477,2011-11-13,Musim Gugur,0,11,0,0,0,2,0.36,0.3485,0.62,0.1343,8,20,28,Hari Kerja,,3.0,Malam
7478,2011-11-13,Musim Gugur,0,11,0,0,0,2,0.36,0.3485,0.62,0.1343,1,5,6,Hari Kerja,,4.0,Malam
7479,2011-11-13,Musim Gugur,0,11,0,0,0,1,0.34,0.3333,0.61,0.1642,2,3,5,Hari Kerja,,5.0,Malam
7480,2011-11-13,Musim Gugur,0,11,0,0,0,1,0.34,0.3333,0.66,0.1343,5,18,23,Hari Kerja,,6.0,Pagi
7481,2011-11-13,Musim Gugur,0,11,0,0,0,1,0.34,0.3182,0.66,0.2239,13,30,43,Hari Kerja,,7.0,Pagi
7482,2011-11-13,Musim Gugur,0,11,0,0,0,1,0.34,0.3485,0.66,0.0896,24,55,79,Hari Kerja,,8.0,Pagi
7483,2011-11-13,Musim Gugur,0,11,0,0,0,1,0.4,0.4091,0.54,0.2836,38,97,135,Hari Kerja,,9.0,Pagi
7484,2011-11-13,Musim Gugur,0,11,0,0,0,1,0.44,0.4394,0.44,0.3284,63,178,241,Hari Kerja,,10.0,Pagi
7485,2011-11-13,Musim Gugur,0,11,0,0,0,1,0.46,0.4545,0.4,0.4179,108,187,295,Hari Kerja,,11.0,Pagi
7486,2011-11-13,Musim Gugur,0,11,0,0,0,2,0.52,0.5,0.29,0.4179,112,242,354,Hari Kerja,,12.0,Siang
7487,2011-11-13,Musim Gugur,0,11,0,0,0,2,0.52,0.5,0.29,0.4179,105,234,339,Hari Kerja,,13.0,Siang
7488,2011-11-13,Musim Gugur,0,11,0,0,0,2,0.54,0.5152,0.28,0.4925,108,263,371,Hari Kerja,,14.0,Siang
7489,2011-11-13,Musim Gugur,0,11,0,0,0,2,0.5,0.4848,0.42,0.3284,89,221,310,Hari Kerja,,15.0,Siang
7490,2011-11-13,Musim Gugur,0,11,0,0,0,2,0.54,0.5152,0.28,0.3881,93,226,319,Hari Kerja,,16.0,Siang
7491,2011-11-13,Musim Gugur,0,11,0,0,0,1,0.52,0.5,0.27,0.3284,44,187,231,Hari Kerja,,17.0,Siang
7492,2011-11-13,Musim Gugur,0,11,0,0,0,1,0.52,0.5,0.27,0.3284,35,155,190,Hari Kerja,,18.0,Sore
7493,2011-11-13,Musim Gugur,0,11,0,0,0,1,0.5,0.4848,0.29,0.3582,36,121,157,Hari Kerja,,19.0,Sore
7494,2011-11-13,Musim Gugur,0,11,0,0,0,1,0.5,0.4848,0.31,0.3582,24,115,139,Hari Kerja,,20.0,Sore
7495,2011-11-13,Musim Gugur,0,11,0,0,0,1,0.48,0.4697,0.36,0.2537,19,76,95,Hari Kerja,,21.0,Sore
7496,2011-11-13,Musim Gugur,0,11,0,0,0,1,0.48,0.4697,0.41,0.3881,25,64,89,Hari Kerja,,22.0,Sore
7497,2011-11-13,Musim Gugur,0,11,0,0,0,1,0.46,0.4545,0.51,0.2985,18,49,67,Hari Kerja,,23.0,Sore
7498,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.46,0.4545,0.59,0.2836,8,22,30,Hari Kerja,,0.0,Malam
7499,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.46,0.4545,0.63,0.2985,5,6,11,Hari Kerja,,1.0,Malam
7500,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.46,0.4545,0.63,0.3582,7,10,17,Hari Kerja,,2.0,Malam
7501,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.44,0.4394,0.67,0.2836,4,3,7,Hari Kerja,,3.0,Malam
7502,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.44,0.4394,0.67,0.2239,0,5,5,Hari Kerja,,4.0,Malam
7503,2011-11-14,Musim Gugur,0,11,0,1,1,2,0.44,0.4394,0.67,0.2537,0,19,19,Hari Kerja,,5.0,Malam
7504,2011-11-14,Musim Gugur,0,11,0,1,1,2,0.44,0.4394,0.72,0.2239,10,104,114,Hari Kerja,,6.0,Pagi
7505,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.44,0.4394,0.72,0.2537,11,311,322,Hari Kerja,,7.0,Pagi
7506,2011-11-14,Musim Gugur,0,11,0,1,1,2,0.46,0.4545,0.67,0.194,27,425,452,Hari Kerja,,8.0,Pagi
7507,2011-11-14,Musim Gugur,0,11,0,1,1,2,0.48,0.4697,0.67,0.3284,29,204,233,Hari Kerja,,9.0,Pagi
7508,2011-11-14,Musim Gugur,0,11,0,1,1,2,0.5,0.4848,0.63,0.2836,26,85,111,Hari Kerja,,10.0,Pagi
7509,2011-11-14,Musim Gugur,0,11,0,1,1,2,0.54,0.5152,0.6,0.2836,22,106,128,Hari Kerja,,11.0,Pagi
7510,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.56,0.5303,0.56,0.2985,36,166,202,Hari Kerja,,12.0,Siang
7511,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.6,0.6212,0.49,0.3881,50,153,203,Hari Kerja,,13.0,Siang
7512,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.62,0.6212,0.46,0.4478,47,138,185,Hari Kerja,,14.0,Siang
7513,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.64,0.6212,0.44,0.3284,53,142,195,Hari Kerja,,15.0,Siang
7514,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.62,0.6212,0.46,0.4179,51,264,315,Hari Kerja,,16.0,Siang
7515,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.62,0.6212,0.46,0.2537,55,464,519,Hari Kerja,,17.0,Siang
7516,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.56,0.5303,0.56,0.2836,29,460,489,Hari Kerja,,18.0,Sore
7517,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.6,0.6212,0.53,0.2985,28,274,302,Hari Kerja,,19.0,Sore
7518,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.6,0.6212,0.53,0.3582,30,210,240,Hari Kerja,,20.0,Sore
7519,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.6,0.6212,0.53,0.3582,37,176,213,Hari Kerja,,21.0,Sore
7520,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.58,0.5455,0.56,0.3582,17,96,113,Hari Kerja,,22.0,Sore
7521,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.56,0.5303,0.64,0.2985,13,48,61,Hari Kerja,,23.0,Sore
7522,2011-11-15,Musim Gugur,0,11,0,2,1,1,0.56,0.5303,0.64,0.3582,7,15,22,Hari Kerja,,0.0,Malam
7523,2011-11-15,Musim Gugur,0,11,0,2,1,1,0.56,0.5303,0.6,0.2985,5,5,10,Hari Kerja,,1.0,Malam
7524,2011-11-15,Musim Gugur,0,11,0,2,1,1,0.56,0.5303,0.64,0.2537,7,8,15,Hari Kerja,,2.0,Malam
7525,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.54,0.5152,0.68,0.3284,0,4,4,Hari Kerja,,3.0,Malam
7526,2011-11-15,Musim Gugur,0,11,0,2,1,1,0.56,0.5303,0.64,0.2985,1,6,7,Hari Kerja,,4.0,Malam
7527,2011-11-15,Musim Gugur,0,11,0,2,1,1,0.54,0.5152,0.68,0.2836,2,26,28,Hari Kerja,,5.0,Malam
7528,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.56,0.5303,0.64,0.0896,4,104,108,Hari Kerja,,6.0,Pagi
7529,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.54,0.5152,0.68,0.1642,21,298,319,Hari Kerja,,7.0,Pagi
7530,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.54,0.5152,0.68,0.1045,27,453,480,Hari Kerja,,8.0,Pagi
7531,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.56,0.5303,0.64,0.0896,26,174,200,Hari Kerja,,9.0,Pagi
7532,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.56,0.5303,0.64,0.2836,23,115,138,Hari Kerja,,10.0,Pagi
7533,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.56,0.5303,0.64,0.194,18,116,134,Hari Kerja,,11.0,Pagi
7534,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.54,0.5152,0.68,0.0,28,148,176,Hari Kerja,,12.0,Siang
7535,2011-11-15,Musim Gugur,0,11,0,2,1,3,0.54,0.5152,0.6,0.2239,21,132,153,Hari Kerja,,13.0,Siang
7536,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.54,0.5152,0.6,0.2836,27,120,147,Hari Kerja,,14.0,Siang
7537,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.54,0.5152,0.6,0.1343,36,155,191,Hari Kerja,,15.0,Siang
7538,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.52,0.5,0.68,0.1343,31,240,271,Hari Kerja,,16.0,Siang
7539,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.5,0.4848,0.72,0.194,29,422,451,Hari Kerja,,17.0,Siang
7540,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.5,0.4848,0.72,0.2836,27,414,441,Hari Kerja,,18.0,Sore
7541,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.5,0.4848,0.72,0.3582,27,259,286,Hari Kerja,,19.0,Sore
7542,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.48,0.4697,0.82,0.1343,26,212,238,Hari Kerja,,20.0,Sore
7543,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.5,0.4848,0.77,0.0896,23,145,168,Hari Kerja,,21.0,Sore
7544,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.46,0.4545,0.88,0.1045,19,109,128,Hari Kerja,,22.0,Sore
7545,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.46,0.4545,0.94,0.1045,14,66,80,Hari Kerja,,23.0,Sore
7546,2011-11-16,Musim Gugur,0,11,0,3,1,2,0.46,0.4545,0.94,0.0,5,26,31,Hari Kerja,,0.0,Malam
7547,2011-11-16,Musim Gugur,0,11,0,3,1,3,0.46,0.4545,0.94,0.0896,0,5,5,Hari Kerja,,1.0,Malam
7548,2011-11-16,Musim Gugur,0,11,0,3,1,2,0.46,0.4545,0.94,0.1045,4,6,10,Hari Kerja,,2.0,Malam
7549,2011-11-16,Musim Gugur,0,11,0,3,1,2,0.46,0.4545,0.94,0.1045,2,3,5,Hari Kerja,,3.0,Malam
7550,2011-11-16,Musim Gugur,0,11,0,3,1,2,0.44,0.4394,1.0,0.2239,1,3,4,Hari Kerja,,4.0,Malam
7551,2011-11-16,Musim Gugur,0,11,0,3,1,3,0.46,0.4545,0.94,0.1045,0,13,13,Hari Kerja,,5.0,Malam
7552,2011-11-16,Musim Gugur,0,11,0,3,1,2,0.46,0.4545,0.94,0.0896,4,52,56,Hari Kerja,,6.0,Pagi
7553,2011-11-16,Musim Gugur,0,11,0,3,1,3,0.46,0.4545,0.94,0.0,7,130,137,Hari Kerja,,7.0,Pagi
7554,2011-11-16,Musim Gugur,0,11,0,3,1,3,0.46,0.4545,0.94,0.0,9,223,232,Hari Kerja,,8.0,Pagi
7555,2011-11-16,Musim Gugur,0,11,0,3,1,3,0.46,0.4545,0.94,0.0,5,77,82,Hari Kerja,,9.0,Pagi
7556,2011-11-16,Musim Gugur,0,11,0,3,1,3,0.46,0.4545,0.94,0.0,4,32,36,Hari Kerja,,10.0,Pagi
7557,2011-11-16,Musim Gugur,0,11,0,3,1,3,0.46,0.4545,0.94,0.0896,7,53,60,Hari Kerja,,11.0,Pagi
7558,2011-11-16,Musim Gugur,0,11,0,3,1,3,0.46,0.4545,1.0,0.0,5,49,54,Hari Kerja,,12.0,Siang
7559,2011-11-16,Musim Gugur,0,11,0,3,1,3,0.46,0.4545,0.94,0.1343,6,52,58,Hari Kerja,,13.0,Siang
7560,2011-11-16,Musim Gugur,0,11,0,3,1,2,0.46,0.4545,1.0,0.1343,12,49,61,Hari Kerja,,14.0,Siang
7561,2011-11-16,Musim Gugur,0,11,0,3,1,3,0.48,0.4697,0.94,0.1045,16,50,66,Hari Kerja,,15.0,Siang
7562,2011-11-16,Musim Gugur,0,11,0,3,1,3,0.48,0.4697,0.94,0.1045,13,110,123,Hari Kerja,,16.0,Siang
7563,2011-11-16,Musim Gugur,0,11,0,3,1,2,0.48,0.4697,0.88,0.194,17,216,233,Hari Kerja,,17.0,Siang
7564,2011-11-16,Musim Gugur,0,11,0,3,1,3,0.46,0.4545,0.88,0.3881,13,176,189,Hari Kerja,,18.0,Sore
7565,2011-11-16,Musim Gugur,0,11,0,3,1,3,0.46,0.4545,0.88,0.3881,3,108,111,Hari Kerja,,19.0,Sore
7566,2011-11-16,Musim Gugur,0,11,0,3,1,3,0.44,0.4394,0.88,0.3881,5,94,99,Hari Kerja,,20.0,Sore
7567,2011-11-16,Musim Gugur,0,11,0,3,1,3,0.44,0.4394,0.88,0.2836,3,72,75,Hari Kerja,,21.0,Sore
